station_id,system_index,name,type_id,type_name,proposed_role,authored_ship_ids,authored_weapon_ids,review_note
54-173,54,Nova Defence Gamma,86,Defense Platform,Local beam defense and checkpoint fire support; no commerce,,,Inherit proposed type role; retain existing ownership and catalog gates
54-179,54,Nova Trade Out Post,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",230;236,21;31;36,Inherit proposed type role; retain existing ownership and catalog gates
54-178,54,Nova Weapon Research,71,Human Research Lab,"Weapon development, analysis and prototype trials; no general hull sales",,39;2;8;9;11,Inherit proposed type role; retain existing ownership and catalog gates
54-168,54,Nova Yard Alpha,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",309;312;4;2;38;305;9,,Inherit proposed type role; retain existing ownership and catalog gates
54-169,54,Nova Yard Beta,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",33;326;35;328;345;61;344,,Inherit proposed type role; retain existing ownership and catalog gates
54-171,54,Nova Yard Defence,86,Defense Platform,Local beam defense and checkpoint fire support; no commerce,228;227;230;232,,Authored hull offer needs explicit licensed depot exception or relocation
54-170,54,Nova Yard Gamma,74,Human Shipyard,Small/medium hull construction and refits,306;307;308;309;9;11,,Inherit proposed type role; retain existing ownership and catalog gates
55-189,55,Tarrelia Trading,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",,,Inherit proposed type role; retain existing ownership and catalog gates
57-184,57,Brea Bar,76,Bar,"Crew leave, recruitment, paid rumors and underworld contacts; no normal hull shop",60;48;238,,Inherit proposed type role; retain existing ownership and catalog gates
57-185,57,Brea Base,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",,58,Inherit proposed type role; retain existing ownership and catalog gates
57-182,57,Brea complex Defence,86,Defense Platform,Local beam defense and checkpoint fire support; no commerce,,,Inherit proposed type role; retain existing ownership and catalog gates
58-breen-station,57,Brea Cryo Anchorage,112,Breen Station,"Cryogenic support, listening post and electronic warfare refit",233;234;218,2;16;23,Authored hull offer needs explicit licensed depot exception or relocation
57-181,57,Brea Defence Platform,87,Advanced Defense Platform,Heavy torpedoes and layered defense; no commerce,,,Inherit proposed type role; retain existing ownership and catalog gates
58-191,58,Domin Nor,88,Cardassian Starbase,"Sector administration, defense and the catalog's established Galor/Keldon construction",314;323;324,,Inherit proposed type role; retain existing ownership and catalog gates
58-190,58,Dominica Check Point,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",322;48;216;238,,Inherit proposed type role; retain existing ownership and catalog gates
59-dominion-starbase,58,Dominion Command Starbase,109,Dominion Starbase,"Military command, supply distribution and occupation administration",206;322;216;48;65;238,3;16;19,Authored hull offer needs explicit licensed depot exception or relocation
59-192,59,SB-534,70,Human Starbase,"Fleet headquarters, full repairs, licensed reserve sales and stores",,,Inherit proposed type role; retain existing ownership and catalog gates
60-193,60,New romulus Base,90,Romulan Starbase,"Concealed fleet support, intelligence, repairs and authorized reserves",29;321;320,51,Inherit proposed type role; retain existing ownership and catalog gates
62-197,62,Josh's Bar,76,Bar,"Crew leave, recruitment, paid rumors and underworld contacts; no normal hull shop",,,Inherit proposed type role; retain existing ownership and catalog gates
62-196,62,Josh's Repair,83,Maintenance Station,"Discount repairs, salvage refits, towing and explicitly licensed used small hulls",,1;8,Inherit proposed type role; retain existing ownership and catalog gates
62-194,62,Orilla Vanilla,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",,,Inherit proposed type role; retain existing ownership and catalog gates
62-195,62,Splash-Planet,77,Delpin Waterpark,"Tourism, recreation, refugee respite and civilian passenger contracts",,,Inherit proposed type role; retain existing ownership and catalog gates
69-dominion-shipyard,68,Vortara Dominion Shipyard,110,Dominion Shipyard,Jem'Hadar/light hull assembly with crew/supply dependencies,206;322;216;48;238,3;19,Inherit proposed type role; retain existing ownership and catalog gates
69-200,69,Vortara cloning Facility,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",345,,Cloning/logistics role overrides trade model; preserve ship 345 via attached depot or relocation
71-dominion-shipyard,70,JemHadar Relay Shipyard,110,Dominion Shipyard,Jem'Hadar/light hull assembly with crew/supply dependencies,206;322;216;48;238,3;19,Inherit proposed type role; retain existing ownership and catalog gates
70-199,70,New Bajor Ore Processing,78,Ore Station,Extract/refine minerals when local deposits exist; sell feedstock,,,Inherit proposed type role; retain existing ownership and catalog gates
73-dominion-heavy-yard,72,Founders Heavy Shipyard,111,Dominion Heavy Shipyard,Capital warship construction and heavy refit,322;216;48;65;238,3;16;19,Inherit proposed type role; retain existing ownership and catalog gates
75-dominion-starbase,74,T-Rogoran Dominion Starbase,109,Dominion Starbase,"Military command, supply distribution and occupation administration",206;322;216;238,3;16,Authored hull offer needs explicit licensed depot exception or relocation
95-tholian-research,94,Crystal Research Lattice,113,Tholian Research Station,"Web/shield research, analysis and specialist refits",222;223;318;232,5;16,Authored hull offer needs explicit licensed depot exception or relocation
94-210,94,Loom Bastion,106,Tholian Starbase,Web-defense citadel and protected trade anchorage,222;318;223;232,16;4,Authored hull offer needs explicit licensed depot exception or relocation
94-215,94,Loom Heavy Shipyard,108,Tholian Heavy Shipyard,Heavy cargo and combat lattice frames,232;223;318,5;16,Authored hull offer needs explicit licensed depot exception or relocation
94-216,94,Loom Light Yard,107,Tholian Light Shipyard,Small lattice hulls and commercial transport construction,222;318;223,5,Inherit proposed type role; retain existing ownership and catalog gates
95-211,95,Webheart Bastion,106,Tholian Starbase,Web-defense citadel and protected trade anchorage,222;318;223;232,16;4,Authored hull offer needs explicit licensed depot exception or relocation
96-tholian-research,95,Webheart Research Spire,113,Tholian Research Station,"Web/shield research, analysis and specialist refits",222;318;223,5;16,Authored hull offer needs explicit licensed depot exception or relocation
95-217,95,Webheart War Yard,108,Tholian Heavy Shipyard,Heavy cargo and combat lattice frames,232;223;318,5;16,Authored hull offer needs explicit licensed depot exception or relocation
96-212,96,Lattice Bastion,106,Tholian Starbase,Web-defense citadel and protected trade anchorage,222;318;232;223,16;4,Authored hull offer needs explicit licensed depot exception or relocation
96-218,96,Lattice Cargo Yard,107,Tholian Light Shipyard,Small lattice hulls and commercial transport construction,222;223;318,5,Inherit proposed type role; retain existing ownership and catalog gates
97-213,97,Spindle Bastion,106,Tholian Starbase,Web-defense citadel and protected trade anchorage,222;318;223;232,16;4,Authored hull offer needs explicit licensed depot exception or relocation
97-219,97,Spindle Patrol Yard,107,Tholian Light Shipyard,Small lattice hulls and commercial transport construction,222;318;223,5,Inherit proposed type role; retain existing ownership and catalog gates
98-214,98,Facet Gate Bastion,106,Tholian Starbase,Web-defense citadel and protected trade anchorage,223;318;222;232,16;4,Authored hull offer needs explicit licensed depot exception or relocation
99-tholian-research,98,Facet Research Array,113,Tholian Research Station,"Web/shield research, analysis and specialist refits",223;318;222;232,5;16,Authored hull offer needs explicit licensed depot exception or relocation
98-220,98,Facet Slipway,107,Tholian Light Shipyard,Small lattice hulls and commercial transport construction,223;318;222,5;16,Inherit proposed type role; retain existing ownership and catalog gates
13-grand-nagus-casino,13,Grand Nagus Casino,119,Casino Station,"Gambling, intelligence brokers, financing and passenger contracts",315;316;317,8;33,Authored hull offer needs explicit licensed depot exception or relocation
88-lappa-casino-exchange,88,Lappa Casino Exchange,119,Casino Station,"Gambling, intelligence brokers, financing and passenger contracts",315;316;317,8,Authored hull offer needs explicit licensed depot exception or relocation
89-hupyrian-casino-port,89,Hupyrian Casino Port,119,Casino Station,"Gambling, intelligence brokers, financing and passenger contracts",315;316;317,8,Authored hull offer needs explicit licensed depot exception or relocation
9-gorn-muster-dock,9,Gorn Muster Dock,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",252;251,3,"Keep dormant/discovery gate on sales, recovery and living-faction activity"
99-hirogen-trophy-exchange,99,Hirogen Trophy Exchange,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",267;253;254,3;19,Inherit proposed type role; retain existing ownership and catalog gates
100-suliban-cell-dock,100,Suliban Cell Dock,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",258;259;257,2;14,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-andorian-1,24,Andorian Export Yard,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",240;348,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-bajoran-1,46,Bajoran Solar-Sail Exchange,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",345,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-borg-1,62,Silent Collective Reclamation Node,82,Dyson Sphere,"Exceptional habitat, energy/industry and an authored megaproject",346;261,,Derelict salvage/discovery overrides inhabited Dyson role; Authored hull offer needs explicit licensed depot exception or relocation
egg-shipyard-breen-1,57,Breen Cryo Reserve,112,Breen Station,"Cryogenic support, listening post and electronic warfare refit",233;218;234,,Licensed reserve/salvage depot; preserve special designs and add archive recovery; Authored hull offer needs explicit licensed depot exception or relocation
egg-shipyard-cardassian-1,49,Obsidian Reserve Yard,88,Cardassian Starbase,"Sector administration, defense and the catalog's established Galor/Keldon construction",314;323;324,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-delpin-1,22,Delpin Diplomatic Slip,77,Delpin Waterpark,"Tourism, recreation, refugee respite and civilian passenger contracts",22;319;51,,Authored hull offer needs explicit licensed depot exception or relocation
egg-shipyard-dominion-1,58,Founder Reserve Hatchery,111,Dominion Heavy Shipyard,Capital warship construction and heavy refit,206;322;238;216;48;65,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-ferengi-1,13,Grand Nagus Private Lot,119,Casino Station,"Gambling, intelligence brokers, financing and passenger contracts",316;317;315,,Authored hull offer needs explicit licensed depot exception or relocation
egg-shipyard-gorn-1,9,Gorn Hegemony Clutch Yard,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",252;251,,"Keep dormant/discovery gate on sales, recovery and living-faction activity"
egg-shipyard-hirogen-1,62,Hirogen Trophy Dock,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",267;253;254,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-independent-1,5,Free Swiss Reserve Exchange,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",60;349;350,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-klingon-1,37,Klingon House Reserve Yard,81,Klingon Heavy Shipyard,"Heavy warships, major repairs and House reserve commissions",351;330;332;331;239;334;255;333,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-neutral-1,5,Independent Salvage Vault Alpha,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",10;47;214;55;310;305;309;311,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-neutral-2,62,Independent Salvage Vault Beta,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",335;11;341;340;220;268,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-pirate-1,15,Nausican Chop Shop,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",207;225,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-promelli-1,93,Promelli Relic Broker,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",226;227,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-romulan-1,30,Tal Shiar Ghost Yard,90,Romulan Starbase,"Concealed fleet support, intelligence, repairs and authorized reserves",212;321;256;320;53;246,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-sona-1,52,Son'a Private Hangar,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",235;219;224,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-suliban-1,62,Suliban Cabal Slip,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",258;259;257,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-tarellian-1,55,Tarellian Long-Range Exchange,75,Trade Station,"Freight brokerage, commodities, warehousing and authorized civilian lots",215;338;54,,Inherit proposed type role; retain existing ownership and catalog gates
egg-shipyard-terran-1,0,Imperial Mothball Vault Alpha,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",308;208;228;243;263;272;273;306,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-terran-2,20,Imperial Mothball Vault Beta,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",307;250;209;9;269;326;236;230,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-terran-3,54,Imperial Mothball Vault Gamma,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",344;229;312;342;4;336;217;327,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-terran-4,59,Imperial Mothball Vault Delta,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",241;244;245;249;264;266;325;313,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-terran-5,75,Imperial Mothball Vault Epsilon,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",328;231;242;248;265;270;271;213,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-terran-6,3,Imperial Mothball Vault Zeta,73,Human Heavy Shipyard,"Capital construction, heavy overhaul, reserve commissions",221;329;49;262;2,,Licensed reserve/salvage depot; preserve special designs and add archive recovery
egg-shipyard-tholian-1,17,Tholian Lattice Reserve,108,Tholian Heavy Shipyard,Heavy cargo and combat lattice frames,222;223;318;232,,Licensed reserve/salvage depot; preserve special designs and add archive recovery; Authored hull offer needs explicit licensed depot exception or relocation
egg-shipyard-vulcan-1,11,Vulcan Surplus Annex,72,Vulcan University,"Officer/scientist education, training, analysis and mediation",210;237;343;260;211,,Licensed reserve/salvage depot; preserve special designs and add archive recovery; Authored hull offer needs explicit licensed depot exception or relocation
import-200-59,59,Andreas Command Outpost,200,Command Outpost,"Frontier command, convoy routing and local fleet logistics",,11;15;25,Inherit proposed type role; retain existing ownership and catalog gates
import-201-5,5,Swiss Relay Array,201,Communication Array,"Regional relay, navigation updates and contract messages",,23;24,Relay services only; relocate any authored stock before removing market
import-202-54,54,Terra Nova Bastion,202,Heavy Starbase,"Sector fortress, capital repairs and fleet stores",,11;15;18;25,Inherit proposed type role; retain existing ownership and catalog gates
import-203-0,0,K-Series Fleet Yard,203,K Series Station,"Modular frontier yard, patrol refit and small construction",,10;15,Inherit proposed type role; retain existing ownership and catalog gates
import-204-13,13,T19 Trade Ring,204,T19 Station,"Cargo terminal, transshipment, customs and convoy assembly",,15;23,Inherit proposed type role; retain existing ownership and catalog gates
import-205-62,62,Orilla Biodome,205,Biodome Station,"Food, agriculture, refugees and biological research",,24,Inherit proposed type role; retain existing ownership and catalog gates
